display_id,source_id,dataset,status
S2223,mustard_1_5134,mustard,active
S2224,chsims_video_0001_0027,chsims,active
S2225,meld_dia26_utt11,meld,active
S2226,iemocap_Ses05M_script02_2_F015,iemocap,active
S2227,iemocap_Ses05M_impro08_F024,iemocap,active
S2228,meld_dia848_utt5,meld,active
S2229,meld_dia522_utt2,meld,active
S2230,meld_dia170_utt3,meld,active
S2231,meld_dia127_utt3,meld,active
S2232,meld_dia548_utt3,meld,active
S2233,meld_dia126_utt4,meld,active
S2234,iemocap_Ses05F_script03_2_M025,iemocap,active
S2235,mustard_1_4031,mustard,active
S2236,meld_dia82_utt1,meld,active
S2237,chsims_aqgy5_0029_00002,chsims,active
S2238,mustard_1_8417,mustard,active
S2239,chsims_aqgy4_0016_00020,chsims,active
S2240,iemocap_Ses01F_impro05_M012,iemocap,active
S2241,mosi_2WGyTLYerpo_19,mosi,active
S2242,mustard_1_3476,mustard,active
S2243,mosi_POKffnXeBds_2,mosi,active
S2244,mosi_yDtzw_Y-7RU_7,mosi,active
S2245,chsims_video_0012_0015,chsims,active
S2246,meld_dia634_utt2,meld,active
S2247,chsims_video_0023_0064,chsims,active
S2248,iemocap_Ses04M_impro08_F018,iemocap,active
S2249,iemocap_Ses02F_script02_1_F003,iemocap,active
S2250,chsims_aqgy4_0005_00028,chsims,active
S2251,iemocap_Ses02M_script01_1_M019,iemocap,active
S2252,mosi_BvYR0L6f2Ig_14,mosi,active
S2253,iemocap_Ses03M_impro02_F023,iemocap,active
S2254,iemocap_Ses01M_script03_2_F038,iemocap,active
S2255,meld_dia941_utt2,meld,active
S2256,mosi_BI97DNYfe5I_27,mosi,active
S2257,meld_dia76_utt7,meld,active
S2258,chsims_aqgy4_0010_00030,chsims,active
S2259,meld_dia184_utt19,meld,active
S2260,iemocap_Ses05M_impro03_M019,iemocap,active
S2261,iemocap_Ses05F_script01_3_M010,iemocap,active
S2262,meld_dia342_utt19,meld,active
S2263,iemocap_Ses05M_script02_2_M009,iemocap,active
S2264,meld_dia6_utt11,meld,active
S2265,meld_dia102_utt0,meld,active
S2266,iemocap_Ses05M_impro02_M013,iemocap,active
S2267,chsims_video_0048_0028,chsims,active
S2268,iemocap_Ses03M_impro02_F028,iemocap,active
S2269,mosi_wMbj6ajWbic_2,mosi,active
S2270,iemocap_Ses05M_script01_1_M023,iemocap,active
S2271,chsims_aqgy5_0006_00007,chsims,active
S2272,chsims_aqgy5_0001_00002,chsims,active
S2273,chsims_video_0051_0030,chsims,active
S2274,chsims_aqgy3_0003_00010,chsims,active
S2275,meld_dia182_utt2,meld,active
S2276,mosi_G6GlGvlkxAQ_17,mosi,active
S2277,meld_dia151_utt2,meld,active
S2278,meld_dia261_utt2,meld,active
S2279,mustard_1_10859,mustard,active
S2280,iemocap_Ses02F_script02_1_M029,iemocap,active
S2281,chsims_video_0033_0011,chsims,active
S2282,iemocap_Ses05F_script01_2_F014,iemocap,active
S2283,meld_dia770_utt8,meld,active
S2284,iemocap_Ses04F_script02_1_M029,iemocap,active
S2285,chsims_video_0040_0027,chsims,active
S2286,iemocap_Ses04F_script02_2_F046,iemocap,active
S2287,meld_dia185_utt7,meld,active
S2288,mosi_d6hH302o4v8_27,mosi,active
S2289,iemocap_Ses05F_impro03_M046,iemocap,active
S2290,meld_dia594_utt8,meld,active
S2291,meld_dia979_utt4,meld,active
S2292,mosi_LSi-o-IrDMs_21,mosi,active
S2293,iemocap_Ses04M_script01_1_F005,iemocap,active
S2294,meld_dia604_utt4,meld,active
S2295,meld_dia859_utt0,meld,active
S2296,meld_dia319_utt16,meld,active
S2297,iemocap_Ses05M_script01_1b_M007,iemocap,active
S2298,chsims_aqgy4_0008_00013,chsims,active
S2299,mosi_c5xsKMxpXnc_6,mosi,active
S2300,chsims_aqgy5_0008_00021,chsims,active
S2301,meld_dia905_utt16,meld,active
S2302,mustard_1_5679,mustard,active
S2303,meld_dia809_utt5,meld,active
S2304,meld_dia241_utt13,meld,active
S2305,meld_dia63_utt4,meld,active
S2306,mosi_IumbAb8q2dM_20,mosi,active
S2307,chsims_video_0029_0026,chsims,active
S2308,iemocap_Ses03M_script02_1_M020,iemocap,active
S2309,iemocap_Ses03M_script01_3_F008,iemocap,active
S2310,meld_dia596_utt15,meld,active
S2311,mosi_0h-zjBukYpk_19,mosi,active
S2312,iemocap_Ses02M_impro01_M019,iemocap,active
S2313,mosi_7JsX8y1ysxY_2,mosi,active
S2314,meld_dia41_utt4,meld,active
S2315,mustard_2_421,mustard,active
S2316,iemocap_Ses05F_script01_1_F011,iemocap,active
S2317,meld_dia329_utt4,meld,active
S2318,mosi_atnd_PF-Lbs_20,mosi,active
S2319,iemocap_Ses01M_script01_3_M001,iemocap,active
S2320,meld_dia853_utt3,meld,active
S2321,iemocap_Ses05F_script02_2_F031,iemocap,active
S2322,iemocap_Ses04F_impro02_F016,iemocap,active
S2323,chsims_video_0032_0009,chsims,active
S2324,chsims_video_0024_0086,chsims,active
S2325,chsims_aqgy5_0028_00002,chsims,active
S2326,iemocap_Ses01M_impro02_F007,iemocap,active
S2327,mosi_W8NXH0Djyww_16,mosi,active
S2328,meld_dia931_utt1,meld,active
S2329,meld_dia365_utt9,meld,active
S2330,chsims_aqgy5_0019_00015,chsims,active
S2331,chsims_aqgy5_0020_00017,chsims,active
S2332,meld_dia17_utt0,meld,active
S2333,chsims_csbgs2_0001_00020,chsims,active
S2334,mosi_Oz06ZWiO20M_5,mosi,active
S2335,mustard_1_9087,mustard,active
S2336,mosi_tIrG4oNLFzE_13,mosi,active
S2337,chsims_aqgy5_0001_00013,chsims,active
S2338,meld_dia855_utt5,meld,active
S2339,mosi_bvLlb-M3UXU_22,mosi,active
S2340,mosi_POKffnXeBds_1,mosi,active
S2341,chsims_aqgy5_0002_00000,chsims,active
S2342,iemocap_Ses05M_script01_1b_M001,iemocap,active
S2343,mosi_dq3Nf_lMPnE_13,mosi,active
S2344,meld_dia77_utt3,meld,active
S2345,chsims_aqgy5_0022_00013,chsims,active
S2346,meld_dia1036_utt4,meld,active
S2347,meld_dia99_utt8,meld,active
S2348,chsims_video_0047_0032,chsims,active
S2349,mosi_IumbAb8q2dM_21,mosi,active
S2350,meld_dia111_utt13,meld,active
S2351,meld_dia720_utt4,meld,active
S2352,meld_dia405_utt0,meld,active
S2353,mosi_OtBXNcAL_lE_12,mosi,active
S2354,mustard_1_10853,mustard,active
S2355,chsims_video_0054_0030,chsims,active
S2356,mosi_dq3Nf_lMPnE_7,mosi,active
S2357,mosi_9qR7uwkblbs_15,mosi,active
S2358,iemocap_Ses02M_impro08_F007,iemocap,active
S2359,iemocap_Ses01M_impro07_M001,iemocap,active
S2360,mosi_Iu2PFX3z_1s_4,mosi,active
S2361,iemocap_Ses02M_script02_1_M014,iemocap,active
S2362,mosi_c5xsKMxpXnc_9,mosi,active
S2363,iemocap_Ses02F_impro01_M020,iemocap,active
S2364,chsims_aqgy5_0012_00023,chsims,active
S2365,meld_dia430_utt2,meld,active
S2366,iemocap_Ses05F_script03_2_M013,iemocap,active
S2367,meld_dia451_utt3,meld,active
S2368,mustard_1_7641,mustard,active
S2369,mustard_1_9245,mustard,active
S2370,iemocap_Ses03F_impro02_F018,iemocap,active
S2371,iemocap_Ses01M_script03_2_M031,iemocap,active
S2372,iemocap_Ses04M_script01_1_M034,iemocap,active
S2373,chsims_aqgy5_0026_00003,chsims,active
S2374,mosi_k5Y_838nuGo_5,mosi,active
S2375,iemocap_Ses05M_script03_2_F022,iemocap,active
S2376,iemocap_Ses04F_script03_2_F029,iemocap,active
S2377,mosi_Iu2PFX3z_1s_9,mosi,active
S2378,mosi_Af8D0E4ZXaw_29,mosi,active
S2379,chsims_test1_00000,chsims,active
S2380,mustard_2_280,mustard,active
S2381,iemocap_Ses02F_script03_2_M006,iemocap,active
S2382,chsims_video_0035_0013,chsims,active
S2383,iemocap_Ses02M_script01_1_M008,iemocap,active
S2384,iemocap_Ses03M_impro03_F030,iemocap,active
S2385,iemocap_Ses03F_impro04_F013,iemocap,active
S2386,meld_dia541_utt15,meld,active
S2387,chsims_video_0023_0053,chsims,active
S2388,chsims_video_0048_0027,chsims,active
S2389,iemocap_Ses03M_impro02_M020,iemocap,active
S2390,iemocap_Ses02F_script03_2_M007,iemocap,active
S2391,iemocap_Ses05M_impro07_F005,iemocap,active
S2392,meld_dia62_utt1,meld,active
S2393,chsims_video_0041_0015,chsims,active
S2394,chsims_video_0013_0022,chsims,active
S2395,mosi_1DmNV9C1hbY_11,mosi,active
S2396,meld_dia546_utt1,meld,active
S2397,meld_dia1000_utt2,meld,active
S2398,meld_dia840_utt10,meld,active
S2399,mustard_1_3660,mustard,active
S2400,iemocap_Ses01M_script01_3_M039,iemocap,active
S2401,chsims_video_0044_0006,chsims,active
S2402,meld_dia120_utt4,meld,active
S2403,mosi_f_pcplsH_V0_15,mosi,active
S2404,meld_dia902_utt15,meld,active
S2405,iemocap_Ses04F_impro08_F020,iemocap,active
S2406,chsims_aqgy4_0005_00046,chsims,active
S2407,chsims_test12_00024,chsims,active
S2408,iemocap_Ses01F_impro07_F001,iemocap,active
S2409,chsims_video_0053_0006,chsims,active
S2410,mosi_yvsjCA6Y5Fc_18,mosi,active
S2411,iemocap_Ses01M_script02_2_F015,iemocap,active
S2412,iemocap_Ses04F_script01_2_F019,iemocap,active
S2413,iemocap_Ses01F_script02_2_F016,iemocap,active
S2414,mosi_7JsX8y1ysxY_15,mosi,active
S2415,iemocap_Ses05M_script01_3_M020,iemocap,active
S2416,meld_dia819_utt14,meld,active
S2417,mustard_2_1,mustard,active
S2418,chsims_video_0016_0039,chsims,active
S2419,meld_dia730_utt5,meld,active
S2420,mustard_2_341,mustard,active
S2421,chsims_aqgy5_0009_00037,chsims,active
S2422,meld_dia665_utt16,meld,active
S2423,mustard_1_5211,mustard,active
S2424,iemocap_Ses03F_script02_2_M030,iemocap,active
S2425,meld_dia199_utt11,meld,active
S2426,chsims_aqgy5_0005_00025,chsims,active
S2427,chsims_aqgy4_0012_00002,chsims,active
S2428,mosi_d6hH302o4v8_18,mosi,active
S2429,mosi_VbQk4H8hgr0_48,mosi,active
S2430,iemocap_Ses01F_script01_1_F037,iemocap,active
S2431,mosi_wMbj6ajWbic_5,mosi,active
S2432,chsims_video_0010_0006,chsims,active
S2433,chsims_aqgy4_0001_00023,chsims,active
S2434,chsims_video_0011_0027,chsims,active
S2435,meld_dia969_utt6,meld,active
S2436,mosi_rnaNMUZpvvg_2,mosi,active
S2437,chsims_video_0024_0102,chsims,active
S2438,mosi_VbQk4H8hgr0_46,mosi,active
S2439,meld_dia365_utt3,meld,active
S2440,meld_dia199_utt5,meld,active
S2441,chsims_video_0016_0014,chsims,active
S2442,mosi_BioHAh1qJAQ_30,mosi,active
S2443,meld_dia1033_utt1,meld,active
S2444,meld_dia474_utt0,meld,active
S2445,mosi_1iG0909rllw_29,mosi,active
S2446,meld_dia655_utt15,meld,active
S2447,iemocap_Ses01F_script03_1_M025,iemocap,active
S2448,chsims_video_0001_0012,chsims,active
S2449,iemocap_Ses03F_script02_1_M014,iemocap,active
S2450,mosi_7JsX8y1ysxY_7,mosi,active
S2451,mosi_cM3Yna7AavY_6,mosi,active
S2452,iemocap_Ses02M_script03_2_F037,iemocap,active
S2453,meld_dia138_utt5,meld,active
S2454,chsims_aqgy5_0017_00017,chsims,active
S2455,chsims_video_0025_0003,chsims,active
S2456,chsims_video_0029_0021,chsims,active
S2457,mustard_1_9972,mustard,active
S2458,chsims_aqgy5_0031_00056,chsims,active
S2459,meld_dia553_utt4,meld,active
S2460,chsims_video_0056_0036,chsims,active
S2461,mustard_1_1560,mustard,active
S2462,iemocap_Ses05F_impro06_F014,iemocap,active
S2463,mosi_IumbAb8q2dM_6,mosi,active
S2464,iemocap_Ses01F_script02_2_M044,iemocap,active
S2465,chsims_aqgy5_0014_00037,chsims,active
S2466,chsims_video_0015_0014,chsims,active
S2467,mustard_2_581,mustard,active
S2468,iemocap_Ses03F_script01_1_F026,iemocap,active
S2469,iemocap_Ses02M_script02_2_F011,iemocap,active
S2470,chsims_video_0056_0075,chsims,active
S2471,chsims_video_0003_0004,chsims,active
S2472,mosi_jUzDDGyPkXU_22,mosi,active
S2473,mustard_2_197,mustard,active
S2474,chsims_video_0056_0009,chsims,active
S2475,mosi_PZ-lDQFboO8_1,mosi,active
S2476,mosi_zhpQhgha_KU_20,mosi,active
S2477,iemocap_Ses01F_impro03_M024,iemocap,active
S2478,chsims_aqgy5_0007_00034,chsims,active
S2479,iemocap_Ses04F_script02_2_M031,iemocap,active
S2480,meld_dia279_utt15,meld,active
S2481,iemocap_Ses05F_script01_3_M038,iemocap,active
S2482,mosi_6Egk_28TtTM_10,mosi,active
S2483,mosi_9T9Hf74oK10_2,mosi,active
S2484,meld_dia619_utt0,meld,active
S2485,meld_dia379_utt1,meld,active
S2486,iemocap_Ses04M_script02_2_F008,iemocap,active
S2487,chsims_video_0054_0031,chsims,active
S2488,iemocap_Ses04F_impro02_F002,iemocap,active
S2489,meld_dia244_utt4,meld,active
S2490,chsims_test6_00004,chsims,active
S2491,meld_dia250_utt3,meld,active
S2492,meld_dia438_utt8,meld,active
S2493,chsims_video_0056_0051,chsims,active
S2494,iemocap_Ses04F_script03_1_F017,iemocap,active
S2495,iemocap_Ses03F_impro08_M008,iemocap,active
S2496,iemocap_Ses03M_script02_2_M004,iemocap,active
S2497,mosi_Clx4VXItLTE_3,mosi,active
S2498,iemocap_Ses05M_script03_2_M003,iemocap,active
S2499,meld_dia516_utt4,meld,active
S2500,iemocap_Ses04M_impro08_F007,iemocap,active
S2501,iemocap_Ses01M_script03_1_M030,iemocap,active
S2502,meld_dia666_utt2,meld,active
S2503,mosi_cW1FSBF59ik_1,mosi,active
S2504,meld_dia717_utt11,meld,active
S2505,meld_dia319_utt3,meld,active
S2506,mosi_W8NXH0Djyww_29,mosi,active
S2507,iemocap_Ses01M_script02_1_F005,iemocap,active
S2508,iemocap_Ses03F_impro06_F010,iemocap,active
S2509,mosi_9J25DZhivz8_22,mosi,active
S2510,meld_dia978_utt0,meld,active
S2511,chsims_aqgy4_0010_00016,chsims,active
S2512,meld_dia804_utt3,meld,active
S2513,chsims_video_0014_0029,chsims,active
S2514,meld_dia615_utt10,meld,active
S2515,meld_dia95_utt14,meld,active
S2516,chsims_video_0054_0061,chsims,active
S2517,meld_dia337_utt17,meld,active
S2518,meld_dia468_utt0,meld,active
S2519,iemocap_Ses03M_impro05a_M017,iemocap,active
S2520,mosi_zhpQhgha_KU_13,mosi,active
S2521,chsims_aqgy5_0006_00034,chsims,active
S2522,mosi_G6GlGvlkxAQ_8,mosi,active
S2523,iemocap_Ses01F_impro01_F010,iemocap,active
S2524,mosi_Qr1Ca94K55A_9,mosi,active
S2525,iemocap_Ses05M_script01_1_M022,iemocap,active
S2526,iemocap_Ses02F_script01_1_F031,iemocap,active
S2527,chsims_video_0056_0081,chsims,active
S2528,mustard_1_1549,mustard,active
S2529,chsims_video_0055_0029,chsims,active
S2530,meld_dia657_utt2,meld,active
S2531,mustard_1_6221,mustard,active
S2532,chsims_aqgy5_0022_00017,chsims,active
S2533,meld_dia26_utt5,meld,active
S2534,mustard_2_50,mustard,active
S2535,meld_dia506_utt10,meld,active
S2536,iemocap_Ses05F_impro02_F022,iemocap,active
S2537,mosi_etzxEpPuc6I_16,mosi,active
S2538,iemocap_Ses03M_script01_2_F013,iemocap,active
S2539,mosi_OtBXNcAL_lE_16,mosi,active
S2540,iemocap_Ses04M_script01_1_F013,iemocap,active
S2541,chsims_video_0056_0080,chsims,active
S2542,chsims_aqgy4_0001_00051,chsims,active
S2543,iemocap_Ses05F_script02_2_F010,iemocap,active
S2544,meld_dia839_utt15,meld,active
S2545,meld_dia778_utt9,meld,active
S2546,chsims_video_0038_0042,chsims,active
S2547,meld_dia1025_utt12,meld,active
S2548,chsims_aqgy5_0031_00029,chsims,active
S2549,meld_dia911_utt1,meld,active
S2550,iemocap_Ses02M_impro01_M016,iemocap,active
S2551,chsims_aqgy3_0002_00020,chsims,active
S2552,meld_dia592_utt1,meld,active
S2553,meld_dia818_utt6,meld,active
S2554,iemocap_Ses04M_script03_1_F019,iemocap,active
S2555,mustard_2_87,mustard,active
S2556,mosi_lXPQBPVc5Cw_30,mosi,active
S2557,iemocap_Ses02F_impro04_M015,iemocap,active
S2558,iemocap_Ses05M_impro01_F013,iemocap,active
S2559,meld_dia180_utt11,meld,active
S2560,iemocap_Ses04F_impro07_M030,iemocap,active
S2561,meld_dia66_utt2,meld,active
S2562,iemocap_Ses03M_script01_3_M012,iemocap,active
S2563,mosi_Oz06ZWiO20M_7,mosi,active
S2564,meld_dia410_utt7,meld,active
S2565,chsims_test5_00008,chsims,active
S2566,chsims_video_0037_0013,chsims,active
S2567,mosi_G6GlGvlkxAQ_18,mosi,active
S2568,meld_dia524_utt11,meld,active
S2569,mosi_Clx4VXItLTE_28,mosi,active
S2570,mosi_nzpVDcQ0ywM_13,mosi,active
S2571,iemocap_Ses02M_script01_3_F019,iemocap,active
S2572,iemocap_Ses05M_script03_1_F020,iemocap,active
S2573,iemocap_Ses04F_impro08_M023,iemocap,active
S2574,iemocap_Ses01F_script03_2_F004,iemocap,active
S2575,iemocap_Ses04F_impro02_F019,iemocap,active
S2576,meld_dia457_utt11,meld,active
S2577,mosi_bOL9jKpeJRs_24,mosi,active
S2578,iemocap_Ses05M_impro02_M005,iemocap,active
S2579,meld_dia395_utt3,meld,active
S2580,iemocap_Ses02M_script02_2_M014,iemocap,active
S2581,chsims_video_0014_0015,chsims,active
S2582,meld_dia271_utt0,meld,active
S2583,meld_dia471_utt2,meld,active
S2584,meld_dia464_utt5,meld,active
S2585,mosi_VbQk4H8hgr0_41,mosi,active
S2586,iemocap_Ses05F_impro04_M020,iemocap,active
S2587,iemocap_Ses05M_impro05_M011,iemocap,active
S2588,chsims_aqgy4_0022_00001,chsims,active
S2589,mosi_1iG0909rllw_19,mosi,active
S2590,iemocap_Ses02F_impro05_F000,iemocap,active
S2591,mustard_2_43,mustard,active
S2592,meld_dia841_utt2,meld,active
S2593,iemocap_Ses02M_script03_2_F029,iemocap,active
S2594,meld_dia538_utt0,meld,active
S2595,meld_dia449_utt2,meld,active
S2596,mosi_1iG0909rllw_24,mosi,active
S2597,meld_dia923_utt2,meld,active
S2598,chsims_aqgy4_0011_00012,chsims,active
S2599,mosi_yvsjCA6Y5Fc_3,mosi,active
S2600,chsims_video_0027_0045,chsims,active
S2601,chsims_aqgy5_0032_00004,chsims,active
S2602,chsims_aqgy4_0005_00001,chsims,active
S2603,meld_dia893_utt14,meld,active
S2604,mosi_etzxEpPuc6I_3,mosi,active
S2605,chsims_video_0055_0016,chsims,active
S2606,meld_dia246_utt0,meld,active
S2607,iemocap_Ses02M_impro02_M009,iemocap,active
S2608,mosi_bOL9jKpeJRs_23,mosi,active
S2609,mosi_nzpVDcQ0ywM_22,mosi,active
S2610,mosi_tIrG4oNLFzE_16,mosi,active
S2611,mosi_aiEXnCPZubE_8,mosi,active
S2612,mosi_LSi-o-IrDMs_13,mosi,active
S2613,meld_dia639_utt10,meld,active
S2614,meld_dia839_utt1,meld,active
S2615,chsims_video_0051_0044,chsims,active
S2616,chsims_video_0059_0002,chsims,active
S2617,chsims_video_0015_0035,chsims,active
S2618,iemocap_Ses02F_impro03_M004,iemocap,active
S2619,chsims_aqgy5_0007_00033,chsims,active
S2620,iemocap_Ses01M_impro06_F017,iemocap,active
S2621,mosi_wMbj6ajWbic_9,mosi,active
S2622,mosi_03bSnISJMiM_7,mosi,active
S2623,iemocap_Ses05F_impro04_F001,iemocap,active
S2624,chsims_video_0046_0015,chsims,active
S2625,meld_dia938_utt8,meld,active
S2626,chsims_aqgy5_0024_00016,chsims,active
S2627,meld_dia861_utt2,meld,active
S2628,mustard_1_5058,mustard,active
S2629,iemocap_Ses01M_impro07_F019,iemocap,active
S2630,chsims_aqgy5_0008_00019,chsims,active
S2631,chsims_aqgy5_0027_00027,chsims,active
S2632,iemocap_Ses05M_impro05_F017,iemocap,active
S2633,mosi_tStelxIAHjw_9,mosi,active
S2634,chsims_video_0042_0006,chsims,active
S2635,chsims_aqgy5_0011_00007,chsims,active
S2636,iemocap_Ses01F_impro07_M006,iemocap,active
S2637,chsims_video_0053_0049,chsims,active
S2638,chsims_aqgy5_0009_00003,chsims,active
S2639,meld_dia287_utt3,meld,active
S2640,meld_dia728_utt11,meld,active
S2641,chsims_video_0024_0074,chsims,active
S2642,chsims_aqgy3_0005_00030,chsims,active
S2643,meld_dia919_utt0,meld,active
S2644,meld_dia704_utt3,meld,active
S2645,meld_dia842_utt3,meld,active
S2646,chsims_video_0054_0128,chsims,active
S2647,chsims_video_0006_0007,chsims,active
S2648,meld_dia910_utt5,meld,active
S2649,meld_dia204_utt6,meld,active
S2650,iemocap_Ses01M_script01_2_M005,iemocap,active
S2651,mosi_Af8D0E4ZXaw_24,mosi,active
S2652,meld_dia574_utt16,meld,active
S2653,chsims_video_0032_0008,chsims,active
S2654,mosi_zhpQhgha_KU_4,mosi,active
S2655,iemocap_Ses04F_script01_3_F003,iemocap,active
S2656,iemocap_Ses03F_impro07_M020,iemocap,active
S2657,mustard_1_12202,mustard,active
S2658,mustard_1_5919,mustard,active
S2659,mosi_BvYR0L6f2Ig_21,mosi,active
S2660,mosi_VCslbP0mgZI_14,mosi,active
S2661,iemocap_Ses03M_script03_2_M022,iemocap,active
S2662,mustard_2_73,mustard,active
S2663,chsims_csbgs2_0001_00032,chsims,active
S2664,chsims_aqgy5_0027_00030,chsims,active
S2665,iemocap_Ses02M_impro08_M002,iemocap,active
S2666,meld_dia957_utt1,meld,active
S2667,mosi_Njd1F0vZSm4_7,mosi,active
S2668,meld_dia621_utt3,meld,active
S2669,iemocap_Ses05M_impro03_M003,iemocap,active
S2670,chsims_aqgy5_0021_00007,chsims,active
S2671,iemocap_Ses01M_script01_1_M040,iemocap,active
S2672,chsims_video_0010_0025,chsims,active
S2673,iemocap_Ses01M_script02_1_M006,iemocap,active
S2674,mosi_d6hH302o4v8_41,mosi,active
S2675,iemocap_Ses03M_impro05a_M012,iemocap,active
S2676,mustard_1_1678,mustard,active
S2677,chsims_aqgy5_0007_00019,chsims,active
S2678,iemocap_Ses03F_script02_2_F036,iemocap,active
S2679,chsims_video_0029_0019,chsims,active
S2680,meld_dia588_utt4,meld,active
S2681,meld_dia200_utt9,meld,active
S2682,meld_dia151_utt15,meld,active
S2683,meld_dia572_utt8,meld,active
S2684,meld_dia429_utt4,meld,active
S2685,chsims_video_0059_0005,chsims,active
S2686,meld_dia66_utt9,meld,active
S2687,meld_dia392_utt5,meld,active
S2688,chsims_aqgy4_0020_00013,chsims,active
S2689,iemocap_Ses02F_script03_1_F004,iemocap,active
S2690,mustard_2_574,mustard,active
S2691,iemocap_Ses01M_impro06_M010,iemocap,active
S2692,mustard_1_3069,mustard,active
S2693,mustard_1_10829,mustard,active
S2694,meld_dia306_utt2,meld,active
S2695,mosi_VbQk4H8hgr0_37,mosi,active
S2696,mosi_2WGyTLYerpo_32,mosi,active
S2697,mosi_bOL9jKpeJRs_21,mosi,active
S2698,chsims_video_0025_0016,chsims,active
S2699,iemocap_Ses02F_impro05_M010,iemocap,active
S2700,meld_dia976_utt12,meld,active
S2701,chsims_video_0013_0033,chsims,active
S2702,meld_dia317_utt1,meld,active
S2703,chsims_aqgy5_0031_00014,chsims,active
S2704,iemocap_Ses03M_script03_1_F029,iemocap,active
S2705,meld_dia832_utt14,meld,active
S2706,iemocap_Ses02F_script02_1_F004,iemocap,active
S2707,mosi_d6hH302o4v8_28,mosi,active
S2708,iemocap_Ses01M_script01_3_M043,iemocap,active
S2709,iemocap_Ses03M_impro08a_F024,iemocap,active
S2710,chsims_test5_00003,chsims,active
S2711,chsims_aqgy3_0006_00008,chsims,active
S2712,meld_dia241_utt4,meld,active
S2713,iemocap_Ses01F_script02_1_F018,iemocap,active
S2714,chsims_video_0035_0028,chsims,active
S2715,chsims_aqgy5_0007_00025,chsims,active
S2716,meld_dia264_utt1,meld,active
S2717,mosi_cW1FSBF59ik_4,mosi,active
S2718,iemocap_Ses02M_impro08_F004,iemocap,active
S2719,mustard_1_8827,mustard,active
S2720,chsims_video_0009_0032,chsims,active
S2721,chsims_video_0060_0036,chsims,active
S2722,meld_dia219_utt7,meld,active
S2723,meld_dia689_utt6,meld,active
S2724,meld_dia841_utt9,meld,active
S2725,iemocap_Ses03M_script02_2_M015,iemocap,active
S2726,iemocap_Ses03M_impro03_F020,iemocap,active
S2727,meld_dia455_utt8,meld,active
S2728,meld_dia504_utt5,meld,active
S2729,mosi_9qR7uwkblbs_13,mosi,active
S2730,iemocap_Ses01F_script03_1_M036,iemocap,active
S2731,meld_dia741_utt0,meld,active
S2732,chsims_csbgs2_0001_00011,chsims,active
S2733,meld_dia960_utt0,meld,active
S2734,chsims_video_0001_0014,chsims,active
S2735,iemocap_Ses02M_impro02_F011,iemocap,active
S2736,chsims_video_xjzw_00067,chsims,active
S2737,mustard_2_227,mustard,active
S2738,meld_dia949_utt6,meld,active
S2739,iemocap_Ses02M_script01_1_M040,iemocap,active
S2740,chsims_video_0040_0051,chsims,active
S2741,chsims_video_0006_0022,chsims,active
S2742,chsims_video_0045_0059,chsims,active
S2743,chsims_aqgy5_0009_00000,chsims,active
S2744,meld_dia210_utt5,meld,active
S2745,chsims_aqgy4_0012_00041,chsims,active
S2746,iemocap_Ses04F_script01_3_F014,iemocap,active
S2747,meld_dia496_utt13,meld,active
S2748,iemocap_Ses02M_script03_1_M005,iemocap,active
S2749,iemocap_Ses05M_script03_1_M015,iemocap,active
S2750,iemocap_Ses02F_script02_2_M018,iemocap,active
S2751,iemocap_Ses03M_impro06_M020,iemocap,active
S2752,mosi_GWuJjcEuzt8_11,mosi,active
S2753,meld_dia73_utt1,meld,active
S2754,iemocap_Ses03F_script03_2_M005,iemocap,active
S2755,meld_dia918_utt7,meld,active
S2756,chsims_aqgy5_0036_00003,chsims,active
S2757,chsims_video_0045_0091,chsims,active
S2758,chsims_video_0046_0064,chsims,active
S2759,iemocap_Ses03F_script01_3_F012,iemocap,active
S2760,mustard_1_12331,mustard,active
S2761,iemocap_Ses02F_script01_1_M030,iemocap,active
S2762,chsims_aqgy3_0005_00018,chsims,active
S2763,iemocap_Ses03M_impro01_F019,iemocap,active
S2764,iemocap_Ses01M_script03_2_F006,iemocap,active
S2765,mustard_1_1001,mustard,active
S2766,meld_dia231_utt9,meld,active
S2767,mustard_2_74,mustard,active
S2768,meld_dia361_utt3,meld,active
S2769,chsims_video_0056_0089,chsims,active
S2770,mosi_phBUpBr1hSo_5,mosi,active
S2771,mustard_1_6504,mustard,active
S2772,meld_dia54_utt16,meld,active
S2773,iemocap_Ses01F_impro02_F003,iemocap,active
S2774,chsims_aqgy5_0013_00022,chsims,active
S2775,meld_dia762_utt2,meld,active
S2776,chsims_aqgy5_0015_00023,chsims,active
S2777,iemocap_Ses03M_script01_1_F015,iemocap,active
S2778,mustard_1_672,mustard,active
S2779,iemocap_Ses03M_impro02_F013,iemocap,active
S2780,meld_dia379_utt4,meld,active
S2781,chsims_video_0026_0003,chsims,active
S2782,iemocap_Ses04F_script03_2_F027,iemocap,active
S2783,iemocap_Ses02M_impro06_M006,iemocap,active
S2784,iemocap_Ses05M_script01_3_M009,iemocap,active
S2785,chsims_aqgy5_0007_00040,chsims,active
S2786,mustard_1_1180,mustard,active
S2787,meld_dia258_utt4,meld,active
S2788,meld_dia976_utt9,meld,active
S2789,meld_dia206_utt4,meld,active
S2790,iemocap_Ses05F_script01_3_M009,iemocap,active
S2791,meld_dia673_utt7,meld,active
S2792,iemocap_Ses03M_impro04_F012,iemocap,active
